title,poem,tags,is_love_poem,decade
Hunden,"Hunden den er veldig fin

Hunden den er bare min

Når den spiser mat

Spiser den bare servelat



Katten den er også fin

Men den er ikke min

Jeg har ikke sett den spise

Maten til vesle Lise



Kjære, kjære, kjære deg

Har du lyst på en sei?

Kjære, kjære, kjære deg

Er du ikke lei?



Hva gjør du på?

Jeg kjører til Hå

Hva? Til Å

Nei, til Hå



Hva skal jeg gjøre

Med denne mannen?

Kanskje jeg må kjøre

Han vekk fra stranden?



Det er så lett å glemme

Alt du har begynt å gjemme

Det er ikke bra

Hva er det du vil ha?","Dyr, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Et fjeldvand,"Jag sad en aften i en liden baad

paa et af disse dybe, stille vande,

der ligge, som et øie blankt af graad,

imellem Norges fjelde. Let og varm

stod aftenhimlen om de mørke strande

og sænkte sig i søens klare barm,

saa baaden syntes let ophængt at svæve

midt i et lufthav, hvor der ei var bund,

men lige dybt foroven og forneden,

som jordens kugle midt i evigheden.

Dødsstilhed hvilte over sø og lund.

Der fandtes ei en fugl, som vilde leve,

som vilde synge her en aftenstund.

Ingen romantisk klang om fjeldet drog

paa klare vinger, som i Tyrols dale; -

den onrske fjeldegn eier ingen tale

undtagen ensomhedens stille sprog.

De tause rorsfolk dypped aaren blødt

og lydløst i de kolde, klare vover.

Jeg smelted hen i dnene stiled sødt;

det var, som om min sjæl gled sagte over

og tabte sig i inderlig forening

med fjeldnaturens dybe, dunkle mening.","Alle dikt alfabetisk, Utvalgte dikt til skolebruk ved Wilh. Klem, Andreas Munch, Dikt skrevet på 1800-tallet, Fjell",0,1800
Mitt farvann,"Se deg rundt

Føl stillhetens vrede

Den kaller etter vann

For noe må fylle tomrommet



Han har gitt opp

Når sola gryr

Og fugler spytter

Har han endelig gitt opp

Da kan han føle seg trygg



Da kan ingen se

selvtilliten

som ble svekket

i mitt eget farvann","Dikt, Kjærlighet, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",1,2000
Fleinsopp,"Jeg åpner øynene for første gang og ser verden slik den egentlig er, slik den burde være. 

Verden er flott tenker jeg, lytter til musikk som jeg føler, som jeg ser. 

Jeg elsker skyene, kan du tro noe så flott? 

Og når solen går ned ser jeg for første gang en rød ball som eksploderer større enn noen bombe vi kunne lagd. 

Ingenting betyr noe tenker jeg før jeg våkner, med mindre det betyr noe for meg.","Pat, Dikt skrevet på 2000-tallet, Kjærlighet, Rus, Egoisme, Ubetydelighet, Alle dikt alfabetisk",1,2000
Betyr ingenting,"Et brekt tre, midt i en stor skog.

Omkring står mange andre trær,

oppreist og friske.

Noen av de er store og kraftige,

de har stått der i mange år.

Andre har nettopp kommet til.

Ingen vet akkurat hvorfor treet har brekt,

de ser bare at det er verdiløst.

Ingen gjør noe med dette treet.

Det er ikke noe poeng.

Etter hvert, vil det forsvinne av seg selv.

At treet en gang stod like støtt som de andre

Betyr ingenting.","Ensomhet, Dikt skrevet på 2000-tallet, Begravelse, Sorg, Håp, Alle dikt alfabetisk",0,2000
Jeg er ikke redd for,"Jeg er ikke redd for å dø

det er mye farligere å leve

Jeg er ikke redd for å dø

mine beste venner,

er reist allerede.



Jeg er ikke redd for å dø

det blir mye verre for de

som må rydde mitt rede

Jeg er ikke redd for å dø

men frykter den smerten,

de andre må dele.



Jeg er ikke redd for å dø

tror nemlig jeg alltid vil leve.","Døden, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Da Georg Bandes døde,"Derute hven nordosten kveldsskarpt. Og jeg stod

i vinduet og saa, hvor sneen pisket

forbi en lyktestolpe i dens søilero.



Et budskap hadde slaat mig. Hjertet stanset.

Den siste av min ungdoms mestre død!

Det kom til mig saa brat, at knapt jeg sanset



Da jeg var gut, tok mestren mig ved haand

og førte mig fra land til land, hvor øine

saa paa mig spillende av vidd og aand.



Ufattelig! Jeg stirret frem og hvisket:

Den siste av min ungdoms mestre død!

mens utenfor i gaten sneen pisket.



Et lys, som fra min ungdom hadde brændt,

et baal, som pustet gnister op mot natten,

var slukt for ikke mere at bli tændt.



Med hat til alt det flyktige og lette

stod han i stormen trodsig, rank og haard,

en søile, samlende det maalløst spredte.



Fra fjeld og vidde og fra svarten sjø

seg fattigslig nu mørket ind i gaten . . . 

Den siste av min ungdoms mestre død!



Da - som jeg stod der avspændt, smertebundet -

sprang ut av mørket pludselig en gnist.

Saa trolldomspludselig. Verk av sekundet.



Mig fôr det hett til hjertet. Og det kjendtes 

som bud fra . Og var dog intet andet,

end at i skumringen en lykte tændtes.



Et lys, som skinnet rolig, trygt og fast:

Løft hodet, mand! Spænd viljens rygg i stormen

og kjemp dig frem mot sneens tunge kast!","Snø, Døden, Et liv i dikt, Nils Collett Vogt, Alle dikt alfabetisk, Dikt skrevet på 1900-tallet",0,1900
"Krig, en gang","Krig, en gang, idag, imorgen 

Kjemp, og dø, end, all sorgen 

Forsvar oss, min bror, vårt fedreland 

Vi dør for deg, vårt Norgesland



Masjerer de, masjerer vi

Taper vi da, hva vil de si?

Blendet av jord, blod og kuler

Sovn ikke nå, for natten skjuler 



Men akk, for når drømmen varer 

lengre enn du tror du klarer 

Du våkner ikke, blod renner 

Kjenner hjerte, der det brenner



Alle dør, ingen lever

I disse krigsår, som vi strever

Hold din pust, slipp den ikke

Kjenner du det? Du er intet, men en brikke","Krig, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Min historie,"med en pils i ei hand

og en joint i den andre

ska æ seile breibeint inn i den skjeive evigheta

og æ ska ikke angre på en ting



for det vil 

ikke være nån ting å angre på

æ ska lægge mæ på rygg



se litt på en stjerne eller et lys av nå'slag

kjenne bølgan duve under golve



og lukke øyan

kanskje kjenne æ et minne

mæn ord og tanka e forlengst vaska bort



lage en liten lyd

muligens

så ska æ ri tida av



førstemann

inn i det neste store smellet","Døden, Rus, Diktsekk, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Maaneskin (Vogt),"«Skinner maanen hos dig? Vi har maaneskin her,

det prektigste, vakreste maaneskinsveir . . .»

«Det samme hos os! Nei, det var da for rart . . .»

«Javisst er det rart. Her er maane og klart . . . 

Kan du høre» . . . «Jeg hører hvert eneste ord . . .»

       «Saa blank og saa stor!»



«Paa havnen dernede i maanegrønt skjær

staar sort imot guldstripen master og rær.

En verden av hvitt! Det er månen, som sner . . .

Og torvet . . . Jeg staar i mit vindu og ser . . .

Og vet du! Just var det en stjerne, som faldt.

       Snart blir det vist kaldt.

Og nu vil jeg si dig en rar, liten ting:

Jeg drev her saa kjei og rotløs omkring.

Gud vet, hvad det ogsaa var med i mig kveld!

En træthet, en somhet! . . . Jeg vet ikke selv . . .

Du var saa langt borte . . . Et koldt, litet drag

       av bitterhet, nag.



Nu er du mig atter saa levende nær.

Vi speider mot mannen og tenker som saa,

at maanen er blank, og det vil nok gaa.

 maane,  maane! Trygt spænder den bro

       imellom os to!



«Smil litt da! . . . Det sitrer i luft og i vinad . . .»

«Jeg staar jo og smiler det beste jeg kan.»

«Kys litt da! . . .» «Jeg kysser, jeg rækker min mund

mot maanen,  maane saa blid og sa rund.»

«Hvisk litt da!» - «Jeg hvisker tre  maanende ord.

       Hvad var det jeg svor?»



«Og saa faar vi slutte vort prat for i kveld.

Til næste gang altsaa! Godnat og farvel!

Og var jeg litt kjei mig, litt uglad og træt,

aa, du vet ikke, hvor jeg kjender mig let!

Godnat, da, min Elskte! I fuldmaanens skin

       er jeg din, bare din.»","Nils Collett Vogt, Dikt skrevet på 1900-tallet, Kjærlighet, Et liv i dikt, Månen, Alle dikt alfabetisk",1,1900
Følelse,"Følelser er mer enn et ord.

 Følelser er mer enn en handling.

 Følelser er hva vi føler, inni oss.

 Følelser er kanskje en av de viktigste eiendelene til et menneske.



 Så ren, men likevel, så undervurdert.

 Uten følelser er det muligens ingen grunn til å leve.

 For hva er så grunnen til å leve i en verden der du ikke bryr deg?

 Du bryr deg kanskje ikke om verden, men bryr du om deg selv?

 Bryr du deg egentlig om noe?

 Eller bryr du deg om å føle følelser?","Snowder, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Følelser",0,2000
Nederlag i sjelen,"Nederlag i sjelen



Me sto alle dr på tribunen

me trodde dåkkår sko greia d

mn så skårte Brann...

målet slo åss som ei øks i vaginaen

og me blei så leie åss

ka faen sko me jr?

alle bare: neeeeeij

og så daua alle fordi me va så leie åss

d bjunte å reina

mn d va isje vanli rein

det va BLO!

MASSE BLO!

og me døde ennå merr!!!!!

KOFFÅR VIKING!!!!!!!!!!!!!!!!!!!!!! Eg vil bare.. DØD!

</3","Sorg, Blodtåreavolje, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Knust hjerte (savner deg),"Jeg savner deg.

du var alt for meg

men jeg slo opp.

hvorfor spør jeg deg.

jeg var lykkerlig med deg.

bare du og jeg<3

Kan ikke leve uten deg

plis bli sammen med meg.

du var alt for meg 

kan ikke leve uten deg

men pliss bli sammen med meg <3","Savn, Kjærlighet, Dikt skrevet på 2000-tallet, Sorg, Alle dikt alfabetisk",1,2000
Det glitrer som sølv,"Sjøen glitrer som sølv

på et festdekket nyttårs bord

To nøttebrune ben strekker seg opp av herligheten

Mot en like nøttebrun kropp

Du står der som en blomst i naturens rike og

Drikker lystig av sjøsprøyt og havets brus

Paradisbukta er livet på jord

Med stil og smil tar du kjekt

en frekk sving og trår vannet

Der du peiler deg inn mot land

Med ett surfebrett i hand

En ny sommerflørt er på vei der

Den hvite sjøsprøyt gardinen

henger etter deg som et slør

Og legger seg på overflaten

Til et nytt festdekket bord

I naturens regi","Natur, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Jeg er her,"Hvisk stille navnet mitt i mørket

Jeg er her, alltid nær deg. 

Og tårene, la dem tørke.

Jeg kommer tilbake, jeg finner vei.



Du står der, ser i skyggene

Og leter etter noe lys. 

Det lyset har vi inne i hjertene

Og det ble tent ved vårt første kyss.



Vinden blåser over fjellene

Den har jo slik natur. 

Ikke bli skremt av lydene

Til våren som er forsinket men er på tur.



Du er ikke lenger alene

Sammen vil vi alltid forbli.

Og regnet, den kan bare renne

Jeg husker deg bare alltid blid. 



Bekymringer er bare byrde

Og stormen forsvinner snart.

Og ingen her på jordet

Kan stoppe meg, kan senke min fart. 



Du venter på det fine ordet

Når jeg uttaler ditt navn.

Og tankene strømmer i hodet,

Dem samles og blir til et savn.



Hvisk navnet mitt stille forsiktig.

Jeg vil høre det gjennom avstand og tid.

Og intet kan være mer viktig

Enn kjærlighet som kom til å bli.","Natur, Vår, Vinter, Sergey drugov, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Reven,"Reven er slu

Akkurat som du

Den lister seg fram

Jakter på lam

Eter mus

Drikker brus

Og dypper halen i melk","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Dyr",0,2000
Dødningsskallen,"""Nu kunne I have hvilet nok,"" mener Graveren, og kaster

Hjerneskaller og Dødningsbeen op. ""Gid Naaden saa vist

maatte skinne paa Eders Sjæle som Solen nu skinner paa Eders

Been!""





   Hvilken fiintformet Hjerneskal trillede der henunder Løvet!

Den maa have tilhørt en ung Skjønhed. Den kjærlige Busk

lukkede sig efter den med en Lyd som af mange Suk, som forat

begrave den paany for Menneskenes og Hundenes Blik.





   Hundene vende sine Øine bort med bange Afsky; men et

Menneske sparker til Dødningskallen og graver med sin Stok

Jorden ud af dens Øienhuler. Paaknæ vilde han ligge, om deres

gamle Glands fyldte dem.





   Hvilken Skjønhed maa have overvævet disse Vinklers rene

Forhold! I denne ædelthvælvede Hjerneskal maa Tanker have

bevæget sig som Perler, der ordne og rade sig til vexlende

foranderlige Smykker. Et mildt Gemyts Melk synes endnu at

flyde over disse Tænder, der skinne som en fuldtallig Skat i

Mulden.





   Hvor taabeligt at besynge sin Elskedes Kinders Rosenfløiel, Bar-

mens gjennemsigtige Væv af Lilieblade, Mundens friske honning-

fulde Blodnellik, Smilehullets convolvoluslige Henrykkelseshvirvel,

Øinenes sorte eller blaa Diamanter! Alt dette er kun Skjøn-

hedens Tapeter, som nedrives efter Bryllupsfesten, men Been-

raden er dens Tempelbygnings Colonner og herlige Buer, endnu

efter Aarhundreder skinnende som Alabaster eller blegguul Jaspis.





   Gaa til Tingenes Væsen! Føl Henrykkelsen, Dødelige, i at

omfavne denne Hvirvelsøile! Den er endnu smekkrere end Jom-

fruens Slankhed. Bedæk med tusinde brændende Kys de fiint-

dreiede Knogler, lige forstenede Lilieknopper, værdige at være

Kuglerne i en bedende Engels Rosenkrands! Besyng Tindin-

gernes Elfenbeensdiadem, Pandehvælvet liig en huul Stjernes

Skal, Tændernes uforgjængelige Klenodier, Ribbenenes Tvilling-

harper, Hoftebladenes endnu fuldkomnere Harmoni end Sommer-

fuglenes udslagne Vingers, Reisningens yndige Dristighed, det

hele Skelets herlige Konstruction af Skjønhedslinier, som have

faaet Marmorets Evighed!","Alle dikt alfabetisk, Dikt skrevet på 1800-tallet, Henrik Wergeland, Henrik Wergeland - Samlede Skrifter - 2. bind 1833-1841, Døden",0,1800
Guldkorn 0031,"Ensidighed gjør størk maaske --

  dog, hvor jeg kan, jeg helst slaar bro;

  med begge oine vil jeg se,

  saalænge jeg har to.","Guldkorn, Hans Vilhelm Kaalund",0,0
I Skovens Ly jeg sidder,"I Skovens Ly jeg sidder

Ved Birkens Rod;

Blandt Vaarens Lyst og Kvidder

Synker mit Mod.



Men her, bag disse Skygger,

Jeg fandt et Skjul;

I Birkens Grene bygger

En stille Fugl.



Jeg skal en Vaardag huske

Med varigt Savn;

Da klang fra alle Buske

Et deiligt Navn.



Der er en Rune ristet

I Birkens Hud;

Den har sin Krone mistet,

Er gaaet ud.","Vår, Foraarsdigte, Digte (Welhaven), Johan Sebastian Welhaven, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk",0,1800
Nattens Rytter,"Som en rytter til hest

Rir de nattens mørke

På stille søk, i ulendt terreng

En evig jakt etter bortkommen lykke

hvem er de der ute

som trenger følge hjem.","Natt, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Nytårsnat.,"Nu tier vel dagens stemmer,

og jorden sin smerte vel glemmer.

Hvor verden er øde og stor og forladt -

Sylvesternat!



Det pusler om grantræets rødder,

det tripper med tuden små fødder.

Det ånder så tungt gjennem skog og krat

Sylvesternat.



Det skraber så skarpt på min rude,

der tuder en hund langt ude.

Og stjerneskud tændes og slukkes brat

Sylvesternat.","Vilhelm Krag, Dikt skrevet på 1800-tallet, Digte (Vilhelm Krag), Nyttår, Natt, Alle dikt alfabetisk",0,1800
Høst på heien.,"Korpen sidder på kirkeport

skriger så sårt mod kvæld.

Nu er det tomt, og nu er det tyst

over det vide fjeld.



Klokken ringer fra kirketårn

udover øde sletter.

På korsene rider de hekse tre

og skriger i mørke nætter.



De danser over de tuer små

og leger med dødmands ben.

Så ler de høit i den tause kvæld

og hopper på gravenes sten.



Og korpen sidder på kirkeport,

og klokken den ringer mod kvæld.

Men ingen færdes vel længere nu

over det ødslige fjeld. -","Digte (Vilhelm Krag), Vilhelm Krag, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk, Høst",0,1800
Kysse med deg,"Et kyss er bare et kyss, helt til du finner den ene

en setning er bare en setning til du kan si tre ord du kan mene

Jeg

elsker

deg!","Korte dikt, Kjærlighet, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",1,2000
Elsker du meg?,"jeg stoler på deg

jeg elsker deg

du er alt for meg

men elsker du meg?","Korte dikt, Kjærlighet, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",1,2000
Årer,"Jeg har noe å si. Vær så snill, bli! 



Smerte er ikke alltid like lett, derfor pleier jeg å vaske den vekk.

Jeg vasker med tårer - fordi de gir meg årer, årer til å holde meg fast.

Når jeg mister årene, prøver jeg tårene

men kommer ingen årer tilbake, 

da er jeg havnet på dypt vann, på leting etter land.

Land som kan føre meg tilbake. tilbake til livet.

Jeg holder meg fast så god jeg bare kan, 

men ingen mann, noengang, har aldri kjent på dypet;

det kalde, det mørke. 

Alle faller ut av båten, men ikke alle klarer å finne årene sin igjen 



Jeg er på leting etter mine, er du på leting etter dine?","Floke, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Smerte",0,2000
17. Mai,"So kom du daa atter, du sæle Dag;

du er no vaar eigen, du!

Og alltid so kjem du med Vaar og Song

og alltid med Liv og Tru.



Du stend der med Lauv-Krans, du Fridoms-Brud;

det lyser so friskt og klaart.

Og alt medan Kransen inkje vert gul,

so veit me, at Noreg er vaart.","17. mai, Per Sivle, Skaldemaal, Alle dikt alfabetisk, Dikt skrevet på 1800-tallet",0,1800
Håndball,"Håndball, håndball ballen spretter rundt!

Håndball, håndball man scorer året rundt!","Sport, Dikt skrevet på 2000-tallet, Tina Stendahl og Malin Gaden, Alle dikt alfabetisk",0,2000
Når det er stille sent på høstnatten,"å jeg hende komme, --

hele verden stansed og så sig stille om,

og det skinned i luften, hvorhen hun kom --

    å, ungdom, hvor det bruste da herinde!



Så jeg hende svinde, --

hende fulgte solen og sommerhimlen blå,

og en grånende høstenkvæld omkring mig lå --

    å -- ungdom, hvor du bruste i mit minde!



-- -- Snart er natten inde,

livsensgløden slukner i hjertets askeklump,

og evighedens stilhed synker dyb og dump,

    men -- å ungdom, hvor du bruser i mit minde!","Vilhelm Krag, Dikt skrevet på 1800-tallet, Vestlandsviser, Natt, Høst, Alle dikt alfabetisk",0,1800
Guttekonfirmant,"Du fant fram til verden, kaos til tross

Helt perfekt til punkt og til prikke.

Vi lette – ”Ja, se du, han ligner oss!”

Men plutselig, så vi det ikke.



For likheter ser vi, men hver ny krabat,

er bare seg selv, innerst inne.

Hvert liv er et eksklusivt engangsnotat,

en skatt, som må funkle og skinne.



Og derfor var du kun gjest i vårt hjem.

Vi hjalp deg fordi du var liten.

Vi støtter deg også på livsveien frem,

og når du står fast, og er sliten.



Men nå gjelder regelen; bli den du kan,

med alle talenter, du eier!

Din ungdom skal vokse, og du bli en mann!

Men sky ikke barndommens veier!","Hans Anton Grønskag, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Brukslyrikk. Fra vugge til grav., Konfirmasjon",0,2000
Har du et plaster,"Har du et plaster

Jeg skrubba meg opp

Når jeg falt for deg","Korte dikt, Kjærlighet, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",1,2000
Realitetens drøm,"TIDEN er inne,

du har alt å vinne.

Dette møtet har du ventet lenge på,

drømmeMANNEN du alltid ønsket å få.



ÅRSTIDEN er perfekt,

allting må være korrekt.

Huden er så myk som dun,

elegant og sommerbrun.



DAGEN er den siste,

du har ingenting å miste.

den deiligste tiden du noengang har hatt,

ved sjøen en herlig sommernatt.



TIMEN er intens,

den riktige essens.

Gjør ett minutt til grusom smerte,

han rører ved ditt bristende hjerte.



Ett SEKUND var alt du fikk,

et snev av han, et fredfullt blikk.

du mistet pusten, din myke hud ble våt og grå,

bølgene fortsatte stille å slå.



TIDEN DEN ER OVER,

bekymringsløst du sover.........","Kjærlighet, Natalie Mago, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",1,2000
Lys nat,"g juniregnen pusler over æbleblomsters sne,

og der er intet menneske paa veien mer at se,

            og natten er vidunderlig stille.



Nei, intet skal forstyrre dig, min elskede, inat.

Og derfor galer ikke gjøgen ifra krat,

            og derfor bruser fossen fjernt og sagte.



Saa roligt du sover! Saa hvid du ligger der!

Og bortpaa stolen hænger dine kyske, fine klær,

            og gjennem luften svømmer sagte din parfume.



Jeg skjælver, naar jeg tenker paa, at du har mig kjær,

jeg skjølver, naar jeg tenker paa, at var du ikke her,

            da havde jeg livet ikke levet.","Vilhelm Krag, Dikt skrevet på 1800-tallet, Kjærlighet, Nye Digte (Vilhelm Krag), Natt, Alle dikt alfabetisk",1,1800
Guldkorn 0027,"Salig, salig er den skabning,

  baade menneske og dyr,

  som, det første dagen gryr, --

  endnu medens nattens hvide

  bløde taager sig fornøie

  med langs bækkene at glide,



  førend langsad østens høie

  solens leir af purpursky'r

  sine telterækker spænder, --

  Gud den første hilsen sender,

  første hilsen, første lyd

  at det skabtes tak og fryd! Vi hater ikke sverige?.","Christian Winther, Guldkorn",0,0
Tidlig morgen,"dagmorges da jeg vågned,

ved jeg ei, hvad der var fat:

alle hæggens hvide blosmter,

de var sprungne ud inat.



Alle hæggens hvide blomster

skinnede i morgensol,

og for første gang fra skoven

hørte jeg, at gjøgen gol.



Og med engang alt jeg husked

-- husked alt ifra igår.

Blodet stansed i mit hjerte,

å min Gud -- jeg ved ei selv



Hvorfor bruste alting om mig,

endskjønt gård i brysted brød,

hvorfor lo jeg som en dronning,

mens jeg ønsked jeg var død?","Morgen, Vestlandsviser, Vilhelm Krag, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk",0,1800
Eva,"Blygråt er havet, blygrå himlen,

blygrå er dine øine, Eva.

Længe har du siddet taus,

knuget mine hænder.



- Dine øine -

blå, da solen lo og havet sang!

Du er som selve naturen, Eva.



Dine læber, som hviler på min pande,

er så kolde.

Dine hænder, som hviler i mine,

er så kolde.

Dit bryst ånder så tungt,

- jordens ånde mod min sjæl!



Ja, du er som jorden.

Når soldis på soldis svømmer,

er der over dit øie soldis, -

når tåge favner tåge,

er dit øie mørkt og vådt.



Nei. Jeg skal ikke tale mere.

Tause vil vi sidde og lytte

til havets lange, sugende suk,

stirre mod tågernes angstfulde nat.



Eva! . . .","Dikte (Sigbjørn Obstfelder), Sigbjørn Obstfelder, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk, Kjærlighet",1,1800
"Jeg synes, jeg selv må stråle","eg synes, at verden skinner,

jeg synes, at blomsterne ler.

Jeg synes, at alt blir gyldent,

hvorhen så mit øie ser.



Jeg hører musik i luften,

en lys, vidunderlig klang.

Det er, som går jeg i takt med

den brusende sommers sang.



Jeg synes jeg selv må stråle,

imellem de grønne trær,

fordi min elskte, min elskte

vandrer mig ganske nær.","Kjærlighet, Vestlandsviser, Vilhelm Krag, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk",1,1800
Din skam,"Jeg er skitten på klærne

Jeg er hullene i skoene

Jeg er inkassokravet

Jeg er tårene

Jeg er raseriet

Jeg er den gjengrodde stien

Jeg er den brune plenen

Jeg er

Jeg er din skam","SKS, Skam, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Så går vi rundt om en enebærbusk,"Så går vi rundt om en enebærbusk

    enebærbusk

    enebærbusk

Så går vi rundt om en enebærbusk

    tidlig en mandags morgen

Så gjør vi så når vi vasker vårt tøy

    vasker vårt tøy

    vasker vårt tøy

Så gjør vi så når vi vasker vårt tøy

    tidlig en mandags morgen



Så går vi rundt om en enebærbusk

    enebærbusk

    enebærbusk

Så går vi rundt om en enebærbusk

    tidlig en tirsdags morgen

Så gjør vi så når vi skyller vårt tøy

    skyller vårt tøy

    skyller vårt tøy

Så gjør vi så når vi skyller vårt tøy

    tidlig en tirsdags morgen



Så går vi rundt om en enebærbusk

    enebærbusk

    enebærbusk

Så går vi rundt om en enebærbusk

    tidlig en onsdags morgen

Så gjør vi så når vi henger opp tøy

    henger opp tøy

    henger opp tøy

Så gjør vi så når vi henger opp tøy

    tidlig en onsdags morgen



Så går vi rundt om en enebærbusk

    enebærbusk

    enebærbusk

Så går vi rundt om en enebærbusk

    tidlig en torsdags morgen

Så gjør vi så når vi ruller vårt tøy

    ruller vårt tøy

    ruller vårt tøy

Så gjør vi så når vi ruller vårt tøy

    tidlig en torsdags morgen



Så går vi rundt om en enebærbusk

    enebærbusk

    enebærbusk

Så går vi rundt om en enebærbusk

    tidlig en fredags morgen

Så gjør vi så når vi stryker vårt tøy

    stryker vårt tøy

    stryker vårt tøy

Så gjør vi så når vi stryker vårt tøy

    tidlig en fredags morgen



Så går vi rundt om en enebærbusk

    enebærbusk

    enebærbusk

Så går vi rundt om en enebærbusk

    tidlig en lørdags morgen

Så gjør vi så når vi vasker vårt gulv

    vasker vårt gulv

    vasker vårt gulv

Så gjør vi så når vi vasker vårt gulv

    tidlig en lørdags morgen



Så går vi rundt om en enebærbusk

    enebærbusk

    enebærbusk

Så går vi rundt om en enebærbusk

    tidlig en søndags morgen

Så gjør vi så når til kirken vi går

    kirken vi går

    kirken vi går

Så gjør vi så når til kirken vi går

    tidlig en søndags morgen



Så gjør vi så når vi hjematt går

    hjematt går

    hjematt går

Så gjør vi så når vi hjematt går

    tidlig en søndags morgen","Julesanger, Barnesanger, Jul",0,0
Hvis jeg skulle...,"Hvis jeg skulle

                        skrive det jeg

                           tenker nå

                      ville fingrene mine

                     blitt helt gule og blå

                      og uten noen pauser

                        ville det stå:

                        

                      Du er herlig og rå

                         søt og ærlig

                         kjekk og grei

                 rett og slett helt perfekt for meg

                           du lyser

                           du gleder

                         du trøster

                          du roser

                         du gir ut koser

                       du lærer meg mye

                       du viser jeg kan

                       du gir meg trygghet

                      når jeg er i din favn

                              du ler

                           du forteller

                           slår vitser

                            og noveller

                     men det viktigste av alt

                       du lar meg være din

                   og sette pris på hvert sekund

                  hvor jeg er en del av ditt liv!!","Kjærlighet, Tullerose, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",1,2000
En vaarkveld blek -,"Det var skjælv i en røst,

Det var lokk, det var sang.

Og alt nu driver dugg

langs med skog, over vang.

Den, som glitrer og ler,

blir tidt stille mot kveld.

der staar hun nu og ser

dypt ind i sig selv.



Tungsind og drøm.

Skyet og slørt.

I brystet spændt en streng,

som smerten har rørt.

Trods elskov og lek

saa jomfruelig skjær.

Er vaarkvelden blek,

har jeg vaaren mest kjær.","Vår, Et liv i dikt, Nils Collett Vogt, Alle dikt alfabetisk, Dikt skrevet på 1900-tallet",0,1900
For alltid,"Jeg skrev ditt navn i skyene,

men vinden blåste det bort.

Jeg skrev ditt navn i sanden,

men vannet skylte det bort.

Jeg skrev ditt navn i hjertet mitt,

og der vil det alltid stå.","Jessica Blade, Kjærlighet, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",1,2000
Korsfest meg vannrett,"Jeg vil bli korsfestet vannrett —

jeg har så jævla stor respekt

for både Peter og han der Jesus","Blasfemi, Jesus, Diktsekk, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Velig sårene histore,"en fugl fløy inni et vindu

den fuglen, våknet aldri

(kjøp diket for 121kr-)","Alle dikt alfabetisk, Korte dikt, Dikt skrevet på 2000-tallet, Fulger",0,2000
Guldkorn 0007,"Du harmes ved livets blændværk og skin,

  foragter dets sminke.

  Kan du se dig selv i øinene ind

  foruden at blinke?



  For menneskelægtens store sag

  kan maaske de tindre.

  Men hvad du er du selv, hvad ligger der bag?

  blev seiren din i det store slag

  mod dig selv i dit eget indre?","Guldkorn, Hans Vilhelm Kaalund",0,0
Ta ta,"ta ta ta det er det enaste folk tenke på 

 tar det folk er mest glad i 

 går inn i hjerte og tar noko fra det

 koffår tokk du kjeresten min fra meg koffår?","Alle dikt alfabetisk, Vennskap, Dikt skrevet på 2000-tallet",0,2000
Det er tungt,"Det er tungt.

 Jeg ser på deg og øynene mine lyser opp. 

Du ser på meg og ingenting endrer seg. 

For meg er du spesiell, men for deg er jeg bare en dråpe i havet.

 Det er tungt.","Kjærlighet, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",1,2000
